date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:59	58873/58873	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d7ba-e5f9%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-601.css?ver=1758582714	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-601d4ce.css	(from https://www.rethinkbehavioralhealth.com/)
21:16:59	6014/6014	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d68b-177e%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-1251.css?ver=1758582411	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-1251d995.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:00	4806/4806	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d68b-12c6%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-11166.css?ver=1758582411	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-11166d995.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:00	28901/28901	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d68b-70e5%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-609.css?ver=1758582411	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-609d995.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:00	41024/41024	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d68b-a040%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-831.css?ver=1758582411	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-831d995.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:00	70242/70242	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d6e2-11262%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/uploads/elementor/google-fonts/css/opensans.css?ver=1758582498	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/uploads/elementor/google-fonts/css/opensansdeef.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:01	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2268cb4546-e2d7%22	https://www.rethinkbehavioralhealth.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:01	1090/1090	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d6e2-442%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=1758582498	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.mindeef.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:01	1082/1082	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d6e2-43a%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1758582498	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.mindeef.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:01	1088/1088	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d6e2-440%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1758582498	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.mindeef.css	(from https://www.rethinkbehavioralhealth.com/)
21:17:01	38761/38761	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268cb443e-9769%22	https://www.rethinkbehavioralhealth.com/wp-content/plugins/webtoffee-cookie-consent/lite/frontend/js/script.min.js?ver=3.4.3	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/plugins/webtoffee-cookie-consent/lite/frontend/js/script.mincd45.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:02	6349/6349	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268cb443e-18cd%22	https://www.rethinkbehavioralhealth.com/wp-content/plugins/webtoffee-cookie-consent/lite/frontend/js/gcm.min.js?ver=3.4.3	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/plugins/webtoffee-cookie-consent/lite/frontend/js/gcm.mincd45.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:02	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://www.rethinkbehavioralhealth.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:02	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://www.rethinkbehavioralhealth.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:02	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268cb4546-3ae1%22	https://www.rethinkbehavioralhealth.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.32.1	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min5759.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:03	577923/577923	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:17:00%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:04	80453/80453	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:17:01%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/601	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/601.json	(from https://www.rethinkbehavioralhealth.com/)
21:17:04	146/146	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2023%20Sep%202025%2019:17:01%20GMT	https://www.rethinkbehavioralhealth.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/xmlrpc0db0.php	(from https://www.rethinkbehavioralhealth.com/)
21:17:05	2210/2210	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:17:01%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2F	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed6095.json	(from https://www.rethinkbehavioralhealth.com/)
21:17:05	2361/2361	---MCZ	200	added ('OK')	text/xml	date:Tue,%2023%20Sep%202025%2019:17:02%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2F&format=xml	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed1935	(from https://www.rethinkbehavioralhealth.com/)
21:17:05	8124/8124	---M--	200	added ('OK')	image/png	etag:%2268cb4b1a-2eb6%22	https://www.rethinkbehavioralhealth.com/apple-touch-icon.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/apple-touch-icon.png	(from https://www.rethinkbehavioralhealth.com/)
21:17:06	1127/1127	---M--	200	added ('OK')	image/png	etag:%22629ac057-62e%22	https://www.rethinkbehavioralhealth.com/favicon-32x32.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/favicon-32x32.png	(from https://www.rethinkbehavioralhealth.com/)
21:17:06	478/478	---M--	200	added ('OK')	image/png	etag:%22629ac057-369%22	https://www.rethinkbehavioralhealth.com/favicon-16x16.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/favicon-16x16.png	(from https://www.rethinkbehavioralhealth.com/)
21:17:06	426/426	---MCZ	200	added ('OK')	text/plain	date:Sat,%2004%20Jun%202022%2002:15:53%20GMT	https://www.rethinkbehavioralhealth.com/site.webmanifest	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/site.webmanifest	(from https://www.rethinkbehavioralhealth.com/)
21:17:06	1787/1787	---MCZ	200	added ('OK')	application/javascript	etag:W/%22696bc46d5f128b514dbdfd826ca57d72%22	https://cdn.userway.org/widget.js	C:/My%20Web%20Sites/John%20web/cdn.userway.org/widget.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2019:17:04%20GMT	http://js.hsforms.net/forms/embed/v2.js	C:/My%20Web%20Sites/John%20web/js.hsforms.net/forms/embed/v2.32.delayed	(from https://www.rethinkbehavioralhealth.com/)
21:17:07	590290/590290	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b4a24a0de499573f9e21035de52184f4%22	https://js.hsforms.net/forms/embed/v2.js	C:/My%20Web%20Sites/John%20web/js.hsforms.net/forms/embed/v2.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:07	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2023%20Sep%202025%2019:17:04%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/John%20web/www.googletagmanager.com/gtm.345445.delayed	(from https://www.rethinkbehavioralhealth.com/)
21:17:08	14050/14050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22625720fc-36e2%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2022/04/rethinkbh-favicon.svg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2022/04/rethinkbh-favicon.svg	(from https://www.rethinkbehavioralhealth.com/)
21:17:08	1972/1972	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268d1c99c-7b4%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/2900416.js?ver=1758579100	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/29004169199.js	(from https://www.rethinkbehavioralhealth.com/)
21:17:08	18860/18860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22621d79f9-49ac%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2022/02/logo-rethinkbh-tagline.svg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2022/02/logo-rethinkbh-tagline.svg	(from https://www.rethinkbehavioralhealth.com/)
21:17:08	82530/82530	---M--	200	added ('OK')	image/jpeg	etag:%22646e9bf5-14262%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/driving-clinical-outcomes-operational-efficiency.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/driving-clinical-outcomes-operational-efficiency.jpg	(from https://www.rethinkbehavioralhealth.com/)
21:17:09	216592/216592	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:06%20GMT	https://www.rethinkbehavioralhealth.com/support/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/support/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:09	22936/22936	---M--	200	added ('OK')	image/png	etag:%22645527d5-6eed%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/medtech-breakthrough-award-2023-best-healthcare-big-data-solution.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/medtech-breakthrough-award-2023-best-healthcare-big-data-solution.png	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	268598/268598	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:06%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	270074/270074	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:06%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/rethinkbh-billing/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/rethinkbh-billing/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	290071/290071	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:07%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/analytics/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/analytics/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	264767/264767	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:06%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/session-note-ai/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/session-note-ai/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	221821/221821	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:07%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/aba-billing-services/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/aba-billing-services/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	11900/11900	---M--	200	added ('OK')	image/png	etag:%22638e2ae4-415e%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2022/12/capterra-shortlist-2022-rethinkbh.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2022/12/capterra-shortlist-2022-rethinkbh.png	(from https://www.rethinkbehavioralhealth.com/)
21:17:10	245735/245735	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:07%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/therapy-billing-software/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/therapy-billing-software/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:11	264150/264150	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:17:07%20GMT	https://www.rethinkbehavioralhealth.com/our-solutions/aba-data-collection/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/our-solutions/aba-data-collection/index.html	(from https://www.rethinkbehavioralhealth.com/)
21:17:11	21214/21214	---M--	200	added ('OK')	image/png	etag:%2263b863df-67b1%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/01/TMT-fast500-2022-logo-header-black.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/01/TMT-fast500-2022-logo-header-black.png	(from https://www.rethinkbehavioralhealth.com/)
